	GSM8268694	GSM8268695	GSM8268696	GSM8268707	GSM8268708	GSM8268709
100287102	13	10	11	4	1	18
653635	331	365	382	264	26	813
102466751	18	17	13	13	2	62
100996442	44	60	40	41	1	113
729737	127	169	153	169	10	398
102725121	7	17	12	3	1	15
102723897	401	504	431	305	30	990
102465909	11	12	13	12	2	43
112268260	16	22	20	13	0	30
100132287	166	221	213	172	9	419
113219467	2520	2424	2013	1297	162	2457
100133331	239	290	290	214	13	490
107984841	104	120	131	82	6	222
107984847	94	133	121	65	5	221
107984849	33	35	29	18	0	61
100288069	67	109	97	80	3	217
105378580	58	62	63	45	2	102
400728	11	12	10	11	0	27
79854	23	52	52	31	5	81
643837	928	1158	1017	619	51	1476
284600	26	43	40	11	0	60
100130417	38	36	33	8	0	39
107985728	63	47	50	11	1	46
148398	374	393	389	167	19	448
26155	4719	5661	5240	2103	159	6093
339451	680	735	733	509	48	1398
84069	102	93	82	70	5	179
84808	15	16	23	9	3	36
57801	241	275	243	126	5	318
9636	258	216	234	206	23	534
375790	11026	12215	11306	8205	589	22955
100288175	56	54	45	45	3	97
112267874	12	5	9	11	1	26
105378948	46	40	36	35	6	109
54991	350	423	375	237	22	686
51150	3854	4332	4219	2274	191	6585
126792	1046	1067	1026	695	57	1801
388581	20	12	20	17	0	48
118424	2215	2499	2322	1115	93	3210
101928895	64	69	54	79	4	223
6339	128	127	171	183	16	562
116983	1103	1319	1256	872	79	2594
126789	393	507	481	196	17	552
54973	2530	2920	2737	1722	125	4773
102465435	16	19	10	6	0	18
80772	814	937	912	491	34	1392
83756	56	55	54	28	5	121
1855	2437	2519	2500	1119	112	3181
54587	1447	1615	1504	1599	134	4239
54998	2045	2189	2204	1206	108	3310
81669	5445	7212	6123	4235	374	11037
148413	636	716	688	398	36	1248
55052	1855	2178	1947	935	81	2505
64856	175	162	169	210	13	514
219293	121	128	146	66	5	142
83858	2779	2996	3078	1083	77	3199
55210	2659	2915	2890	1196	89	3303
339453	67	63	55	64	9	167
29101	3410	4258	3559	1786	174	4880
643988	70	69	74	103	11	225
105378586	14	10	4	15	0	19
142678	1057	1152	1135	1215	107	3468
8510	80	78	74	61	4	152
984	3207	3782	3504	2188	178	6313
728661	1540	2004	1779	1835	150	5032
8511	12	21	12	10	2	33
728642	1997	2400	2079	1492	133	4449
9906	1236	1544	1483	1471	126	4042
112268218	139	181	154	111	6	323
65220	2112	2527	2325	1431	122	3901
2782	27649	34074	29902	13223	1136	35869
105378949	20	23	25	15	0	55
339456	41	35	40	9	6	49
5590	253	259	254	204	11	581
100506504	70	69	74	37	1	130
199990	1173	1231	1219	874	58	2404
112268219	248	252	240	164	14	455
6497	4833	5974	4985	3261	289	8698
79906	141	150	119	107	8	342
100129534	30	32	32	28	4	82
11079	4303	5398	4736	2627	196	6767
5192	636	755	689	493	32	1252
9651	36	37	30	20	3	68
55229	1186	1371	1366	780	61	2043
8764	20	14	15	18	0	66
127281	870	974	1017	531	50	1513
79258	106	143	134	62	8	211
100287898	10	7	8	11	5	25
440556	40	54	52	66	7	184
63976	657	843	771	474	23	1253
105378604	44	88	61	41	5	123
27237	80	86	77	103	4	326
1953	2438	3040	2515	2250	209	6412
127262	1241	1631	1309	736	68	2027
49856	365	498	432	334	21	934
7161	19	25	23	53	6	146
57212	1322	1585	1441	1082	86	3219
57470	2212	2708	2418	1111	101	3126
9731	1510	2033	1796	1006	99	2751
1677	175	237	249	140	7	363
107984910	9	13	17	9	0	17
339448	936	1123	1066	558	40	1689
100133612	0	8	10	12	2	31
261734	565	558	545	393	36	1127
8514	93	93	80	257	20	626
26038	191	193	233	97	10	294
6146	11538	14460	13582	6666	636	18925
107985733	73	93	89	77	6	164
388591	438	599	529	610	45	1763
23463	8323	9607	8384	5097	451	12890
387509	123	141	151	175	17	463
11332	1763	2243	2157	1093	100	2845
83715	26	20	24	24	2	42
8718	243	263	258	245	13	716
57449	779	1063	885	893	59	2432
79707	2965	3943	3788	1581	114	4342
3104	352	412	413	358	28	929
9903	2002	2204	2231	929	65	2487
107984913	25	39	22	44	2	121
148479	1964	2305	1913	1388	137	3671
90326	1112	1365	1304	617	61	1744
55735	2749	3438	3182	1481	124	3910
110841581	9	15	10	12	0	32
23261	1228	1423	1261	719	68	1967
9341	5611	7473	5908	2915	268	6827
8863	934	1272	1174	523	39	1367
3604	45	52	44	88	8	203
11315	5921	6781	6017	3209	314	9290
54206	3290	4454	3471	1895	196	4959
50651	14	20	25	27	3	57
473	3949	4595	4101	3373	226	9327
2023	88066	106105	97093	41711	3625	113004
102465436	20	29	6	3	0	45
6518	8	15	12	10	1	20
80045	155	224	212	100	8	305
106614088	60	70	59	146	11	408
9563	804	1066	904	907	71	2370
80176	951	1061	978	791	64	1981
100506022	15	27	22	22	0	48
84275	810	1109	939	353	24	942
199953	1807	2001	1969	925	73	2393
107985734	19	33	33	16	1	41
5293	2470	2968	2752	2401	199	6370
101929074	16	25	8	21	4	48
22883	8979	10275	9632	6954	516	18948
56998	596	629	568	661	60	1727
105376717	23	27	26	30	5	88
84328	2559	3409	3027	1372	132	3391
64802	422	591	540	491	44	1178
116362	185	251	203	112	9	305
10277	3562	4363	3944	2572	238	7063
23095	10261	13006	11363	5553	483	14431
105376725	19	27	30	8	0	35
5226	6243	7593	6683	4734	425	12380
100526739	359	438	378	228	19	634
378708	421	490	412	251	20	696
1325	30	29	42	18	1	72
1676	5588	6892	6804	2565	214	6557
5195	745	872	838	446	29	1366
54897	244	387	314	221	19	611
23435	14363	18312	15509	6556	563	16617
10747	222	287	259	134	7	329
6723	6547	7868	7852	1760	110	4515
5394	6036	7328	6865	3592	315	9418
105376736	137	142	140	80	7	267
2475	6852	8333	7868	4324	350	11985
100873935	91	126	127	77	8	179
10218	10	23	17	3	0	8
29914	1264	1424	1247	560	55	1419
26232	11	24	14	25	3	54
93611	190	235	207	164	10	476
26270	97	101	103	42	3	131
10459	1191	1355	1252	698	72	1979
374946	34	31	55	79	5	200
57085	420	518	479	421	27	1016
284498	49	65	56	106	9	263
4524	298	334	320	513	36	1373
1185	1200	1460	1283	1114	87	3032
100379251	163	232	198	160	17	418
4878	26	40	25	20	2	59
4879	35	55	49	2	1	6
90231	1979	2474	2259	1257	92	3414
5351	5282	6091	5570	3203	251	8476
9927	7040	8382	7921	4066	378	11529
60672	664	847	792	414	33	1160
943	35	45	43	11	1	48
7133	81	76	86	133	12	364
55187	3255	4006	3456	2300	194	6444
9249	110	103	105	462	43	1286
10630	531	641	557	679	71	1706
7799	2067	2627	2439	1270	102	3463
23254	1464	1678	1512	623	58	1811
105376759	6	22	20	8	1	20
107985469	10	11	13	4	0	6
200197	48	60	44	40	5	144
55092	415	505	436	357	36	966
101927441	26	14	28	10	2	29
79180	2247	2624	2264	1391	104	3764
842	253	313	273	287	20	764
23341	1453	1842	1585	859	59	2267
79814	126	155	145	61	6	165
84301	1976	2660	2401	1141	108	3096
6248	410	560	534	208	21	614
23207	2857	3314	3092	1795	136	4955
284723	62	75	60	60	6	115
54751	2924	3413	3355	1398	128	3870
440567	280	316	285	181	14	432
729614	128	133	121	119	9	343
23013	6443	8121	7331	3795	282	10910
7709	956	1264	1280	705	62	2033
1188	25	49	29	39	5	121
348487	24	36	32	51	4	104
1969	4499	5185	4927	2776	213	7973
101927479	77	110	83	29	2	103
128272	212	262	258	200	20	526
101927546	4	18	8	13	1	32
79363	48	43	59	42	8	158
54455	1373	1712	1586	828	81	2431
26099	5322	6261	5497	2686	255	7511
374955	2901	3349	2896	1445	127	3957
55707	1809	2164	1995	1324	97	3592
107984921	95	130	128	91	4	295
114819	244	292	305	267	12	732
55672	2344	2837	2632	1590	117	4433
105376794	1104	1282	1254	973	83	2525
84809	396	488	420	357	29	938
11209	16	17	32	38	4	125
107985736	9	20	10	22	0	49
11223	14	11	16	28	1	55
105376805	17	32	40	32	2	83
9696	501	529	517	520	42	1547
4237	610	740	699	446	48	1137
105376806	106	142	150	98	5	236
23400	1252	1402	1300	1125	93	3050
6390	2775	3207	2981	1473	102	3540
11240	106	154	144	178	25	550
400743	28	38	32	22	4	49
29943	30	6	15	3	0	30
55920	9359	11214	10000	5974	523	16146
55160	287	318	267	254	24	658
8659	733	745	737	570	39	1469
126917	1219	1395	1136	694	49	1933
23352	21110	26294	23449	15172	1299	41438
101927895	227	286	241	138	13	405
23065	7055	8502	7889	3765	290	10058
51154	4303	5090	4544	1174	107	3294
246181	33	40	40	34	2	78
22977	31	45	33	21	2	73
100506730	195	260	202	189	19	540
8574	1156	1281	1220	958	76	2478
54896	570	607	679	487	29	1258
832	9124	11078	9971	4740	400	12772
440574	1666	1998	1770	943	121	2921
100532736	1311	1496	1355	946	88	3082
644068	32	31	29	12	1	47
4681	916	990	899	717	51	2062
255104	353	345	356	253	28	745
23252	1449	1725	1567	798	67	2063
55450	85	125	124	69	8	210
79594	1128	1362	1318	648	49	1855
163933	5	10	11	13	1	23
65018	1040	1122	1029	906	61	2509
102464833	42	48	47	54	3	136
100861548	1579	1786	1548	1068	84	2805
1650	8223	9600	8408	4774	397	12758
57576	34	69	72	34	9	65
400745	216	310	298	45	5	165
112268222	2205	3102	2449	1891	158	4587
50809	10842	14458	12076	9875	778	25855
8672	6706	8562	7585	4944	428	13381
105376830	13	23	23	8	0	45
105376829	11	17	12	1	0	17
1889	6072	6884	6354	5136	397	14119
100506801	15	6	18	1	0	28
84224	454	574	525	410	30	1100
249	23	25	29	17	4	50
5909	44	33	35	33	1	102
84196	4681	6382	5190	3384	306	9156
401944	518	570	572	364	17	1125
3339	6914	8289	7521	6004	462	16707
101928043	5	19	12	6	0	28
29092	193	219	203	175	17	414
112268223	8	17	12	5	1	24
998	15469	19237	16678	6815	626	17131
54361	11	19	22	10	3	25
105376845	36	25	28	11	1	24
105376850	13	17	29	11	0	19
9923	1656	2010	1901	1301	110	3579
2048	5481	6189	5856	2927	237	8768
100422914	120	140	130	66	6	168
23028	8434	10477	9475	4771	403	12826
7798	6871	8076	7274	3864	300	9925
3352	232	295	256	289	34	728
100996511	407	549	503	188	22	697
10236	16707	20657	17702	7106	674	18764
80818	930	1209	1018	1012	94	2575
148898	122	128	93	130	9	334
6920	63	87	95	84	11	259
55616	1197	1479	1359	1295	108	3615
1870	344	384	365	438	25	1151
101928163	9	8	12	12	0	34
3399	3577	4000	3843	683	39	1771
6135	20525	24341	22218	10562	991	29642
6924	4304	5400	5011	2144	161	5924
100506963	290	377	316	177	12	457
57095	1700	2221	1906	878	90	2507
105376860	151	170	138	107	3	252
11313	1253	1483	1360	837	64	2401
2582	821	956	868	542	47	1362
3155	397	536	473	402	27	1189
2517	452	625	501	447	38	1156
55629	5553	7331	5897	2910	259	7517
10772	11727	16195	12887	6625	606	16389
127294	34	55	50	10	3	58
58985	20	21	21	34	4	85
163702	158	160	153	176	10	380
57822	21	29	14	14	0	40
90529	578	644	568	246	24	636
57185	4856	5809	5350	1840	179	4733
11123	1725	2363	2015	844	83	2039
100506985	103	130	117	45	1	109
10250	7740	9809	9508	4408	316	11670
25932	53332	69908	53763	24417	2277	58426
864	28	44	33	41	2	113
25949	1366	1618	1389	873	92	2422
57035	2068	2620	2302	2448	199	6214
6007	51	45	57	54	3	127
23585	3335	4044	3437	1744	165	4554
6006	2033	2611	2175	965	93	2468
55219	1867	2164	1844	690	63	1969
26119	1020	1319	1180	702	50	1854
57134	33	50	50	71	4	185
57190	3421	4039	3605	2686	190	6831
56181	1304	1552	1341	851	66	2183
646471	209	270	201	213	8	499
79000	812	959	865	466	34	1072
164091	824	1037	1025	483	35	1363
3925	20408	26001	21840	14980	1329	38058
100500808	1141	1699	1683	964	71	3249
5051	419	503	462	271	27	706
2134	10	13	9	15	2	43
149420	640	812	629	354	36	947
51042	391	394	427	196	20	475
10256	41	24	24	12	0	23
64793	2652	3133	2884	1796	121	4542
83442	5751	6774	6377	3262	257	8312
91544	487	588	547	422	43	1235
55057	2	17	15	13	0	33
79947	1407	1768	1600	803	63	2062
101928324	26	35	29	24	0	69
3151	23768	30698	25658	16467	1582	46304
6195	1106	1244	1200	1101	70	3044
101928728	32	51	23	17	2	42
8289	7983	9803	9288	3983	298	11283
55650	179	204	207	209	13	506
84243	1646	1850	1911	1011	85	2667
2810	45	34	32	26	0	75
54707	1702	2083	1994	974	75	2648
63906	568	576	576	301	28	988
10726	6311	7202	6846	3070	307	8588
388610	282	384	311	103	6	292
115572	550	601	536	194	15	567
6548	2316	2593	2402	1661	116	4102
23038	1673	2026	1865	2011	188	5336
84065	1015	1227	1104	593	52	1659
644961	149	195	191	74	5	237
84958	35	23	20	38	1	56
9064	1373	1561	1508	1148	86	2956
2827	59	75	67	51	3	82
10163	6699	8223	7603	4330	316	11407
27245	1222	1207	1303	1185	86	3414
2537	324	338	320	349	21	794
199870	490	652	524	283	23	757
23673	2187	2811	2226	1263	93	2973
5511	2732	3423	2873	1498	132	3714
677774	6	14	16	2	0	13
9473	103	100	93	132	13	407
6118	2204	2843	2436	1557	152	4141
27293	44	30	28	48	8	120
55113	435	552	480	331	35	937
2140	1617	1976	1923	1176	87	3326
5724	19	31	21	7	1	36
22826	6749	8548	7867	3869	386	11046
93974	2147	2743	2543	1509	163	4647
83667	598	760	762	421	30	1151
54797	429	528	486	349	29	985
65979	3712	4549	4352	2028	167	5706
1104	5167	6109	5747	2602	191	6794
8420	2551	3310	2791	784	57	1815
6080	128	179	167	31	2	81
26768	99	122	84	15	0	32
54952	813	999	907	497	49	1398
85028	810	1036	917	305	30	718
692212	34	53	47	14	0	39
677838	146	223	196	54	8	141
677825	34	50	46	13	1	30
692073	78	124	96	35	4	76
115273	43	78	62	99	6	214
6883	731	924	801	478	31	1235
105378616	11	28	15	6	0	20
10691	1305	1665	1621	714	46	2110
51441	4718	5853	5206	2285	185	6308
2035	1197	1510	1352	1097	99	3120
399474	526	603	520	345	36	869
6429	5273	6438	6020	3176	295	9433
51102	500	559	493	309	23	790
10076	193	202	225	222	25	692
9672	1271	1567	1416	1487	132	3990
9698	5581	7143	6058	3688	349	9862
692234	19	26	15	12	0	45
692235	21	35	27	18	3	42
79570	53	56	55	20	0	21
9410	2370	3178	2993	1390	145	4217
51538	1726	2260	1912	1065	97	2878
2170	45	49	44	45	3	112
347735	322	395	310	240	22	693
105378626	18	12	11	5	1	26
64129	319	387	371	155	16	478
3061	177	188	188	94	6	223
553115	1935	2404	2227	1188	96	3073
107985471	65	80	89	47	3	128
1307	594	645	605	425	42	1344
101929444	31	27	18	17	2	39
576	777	830	826	974	78	2685
90853	1629	1848	1723	334	32	978
8073	10972	13886	11636	4791	450	12637
10657	14819	18957	15264	7454	682	18814
55116	867	1119	955	618	39	1560
23633	8191	10027	9062	4917	367	12964
200081	5583	6975	6638	3751	292	10404
79140	195	241	240	218	18	657
56063	315	386	325	263	17	727
55721	251	310	310	227	24	663
149069	55	68	75	59	1	167
8668	6983	8716	8229	3829	272	10541
339483	68	66	66	82	6	270
84734	10	5	5	13	0	39
3065	5644	6631	5618	4353	395	11762
65108	4886	5688	4885	3679	350	9780
81629	201	248	195	229	26	679
100128071	32	40	36	52	1	139
55108	2191	2647	2414	2041	162	5427
728116	62	56	71	108	12	317
653121	1043	1437	1194	628	53	1531
102723870	15	14	21	6	1	25
339487	798	999	919	409	33	1095
5928	9943	12573	11035	6739	603	18167
81493	3656	4629	4026	2394	201	6280
57648	2925	3344	3099	2947	236	8132
8565	5673	6978	6227	2251	196	5947
64766	1130	1592	1245	998	86	2492
252995	83	81	83	48	3	136
3208	29	14	23	12	2	58
113452	486	527	508	364	43	1001
127544	513	713	629	328	26	918
204	6891	8441	7414	3272	280	8770
113451	33	32	35	48	7	153
55223	273	333	316	326	27	994
149076	658	800	781	699	60	1974
1912	2952	3515	3221	2677	210	7378
100500853	94	116	89	95	10	239
7579	450	488	394	341	27	951
114784	93	95	95	45	4	108
113444	1060	1351	1224	596	45	1684
58512	14	12	13	20	2	24
653160	21	32	30	45	5	93
100506144	170	252	204	184	19	534
9204	1024	1378	1124	579	55	1610
79830	1967	2742	2324	1308	112	3638
6421	24577	31360	27080	12401	1081	34241
9202	4775	6253	5557	3068	294	8160
100861513	161	209	168	97	10	243
79932	1706	1883	1737	1652	123	4652
23154	1345	1484	1441	841	72	2269
339488	94	120	112	82	8	234
105378645	5	15	11	13	2	43
5690	7881	9983	8701	4483	353	11663
127703	1326	1425	1388	960	91	2732
63967	6503	8478	8971	3676	301	11204
192670	863	1077	971	679	63	1973
26523	3969	4776	4529	2672	227	8052
192669	2537	3536	3275	1747	175	5468
27285	25	16	10	28	4	89
54936	1321	1636	1463	791	82	2282
1296	443	556	467	598	55	1588
27095	1855	2337	2204	1161	100	2974
55700	8904	9648	9352	4890	399	14024
9967	13464	15856	14213	7425	675	20958
79729	1019	1148	1103	829	63	2523
55194	798	873	760	684	57	1759
83931	950	1158	1091	763	43	1869
84967	496	649	656	303	40	1007
127700	163	208	203	128	17	337
64960	2210	2729	2529	1184	103	3048
728431	55	61	47	50	5	170
80149	240	255	211	164	7	467
64769	2259	2952	2472	1315	107	3511
100847010	14	22	22	12	1	31
105378649	49	66	61	32	1	98
79753	938	1190	971	592	51	1632
7802	151	193	182	168	11	480
29889	3525	4236	4054	1612	147	4142
54955	1172	1488	1238	579	46	1470
55143	5441	6579	6017	2928	241	7686
149175	187	192	204	85	4	243
79693	1033	1287	1217	293	23	807
127687	659	849	788	363	39	1065
4520	1386	1881	1667	927	68	2489
3633	794	931	1088	562	49	1572
105378651	15	24	19	7	1	42
10946	7272	9081	7910	3658	321	9174
2275	595	835	714	540	41	1429
51118	2484	3108	2584	1182	101	2938
64121	2089	2491	2098	1085	96	2574
100527950	845	1051	874	460	58	1249
26292	834	1040	856	451	56	1208
81025	11	9	14	11	1	34
54933	50	64	68	45	1	116
105378662	11	10	18	5	1	22
79647	4564	5991	5130	2051	185	5473
4725	3477	4235	3919	2132	221	6020
23499	23249	29476	27698	15865	1349	47010
643314	3465	4064	3826	2429	199	6785
353500	101	95	97	49	3	176
192217	62	54	71	28	2	74
728448	135	215	162	113	9	315
8761	7827	9351	8647	3174	260	8238
101929516	1114	1424	1232	449	37	1181
677834	17	47	26	9	1	33
26508	47	59	44	24	2	91
10450	1780	2150	1791	1006	79	2768
656	34	42	40	41	4	111
64064	42	44	33	27	2	33
54802	1041	1217	1059	472	58	1249
4610	46	41	43	40	3	140
84879	337	403	353	87	7	213
10487	16258	19544	17356	5977	471	15554
5538	10341	13143	11261	4664	384	11359
6018	2771	3511	3186	1668	141	4157
10269	5999	8159	6498	2710	218	7013
1298	342	309	319	263	23	844
64744	1940	2311	2059	779	52	2009
65243	574	805	644	329	22	901
339559	277	286	284	126	7	306
105378672	16	18	15	9	1	35
64789	569	735	679	410	45	1125
127396	210	274	218	162	8	391
9783	234	210	223	212	17	552
100130557	248	252	224	182	11	479
4802	1376	1728	1582	834	84	2325
9132	11	19	13	9	1	17
163732	47	66	43	54	3	128
1503	6404	7750	6609	2414	198	6483
100507178	224	308	279	120	7	292
200172	102	143	120	47	7	170
22955	1609	1966	1772	908	66	2314
100132074	73	80	63	92	3	296
105378678	83	97	94	40	2	84
1907	48	50	68	58	4	174
59269	780	814	806	346	26	1056
22887	3723	4644	4067	2046	174	5260
284716	46	48	56	65	4	151
728621	116	129	132	150	9	323
79717	523	706	579	449	44	1135
10465	1780	2079	1925	1022	80	2884
4904	35857	42333	38931	19305	1715	55475
64175	2634	3255	2846	1692	148	4757
79078	358	451	397	207	16	562
105378683	14	16	12	3	1	19
374969	349	479	414	279	24	849
114625	703	804	705	560	52	1539
51058	252	353	264	189	19	584
6513	4581	5663	5056	2632	236	7139
10969	4987	5719	5207	1653	126	4022
149465	36	38	25	17	1	81
7075	56	66	74	39	2	137
4352	12	4	14	7	0	22
105378687	19	18	16	3	1	18
991	5903	7049	6676	3662	232	9615
64834	2950	3708	3318	1238	112	3017
102466723	10	16	12	6	1	9
112268225	41	59	66	23	5	82
112950	1214	1635	1380	634	57	1755
107984947	99	160	134	50	3	184
23334	2065	2435	2201	1782	152	5124
100873952	47	60	57	53	6	121
81888	507	596	546	379	27	1123
5792	11716	13624	13144	7271	603	20594
9682	2599	3198	2921	1987	183	5429
100132774	253	320	315	164	21	459
6487	282	344	355	276	25	795
101929592	10	9	12	4	0	16
9048	48	61	54	31	0	102
105378688	12	11	15	5	1	29
101929609	110	112	94	61	3	198
9670	1542	1888	1721	937	65	2566
1802	1527	1725	1576	535	54	1394
533	2067	2338	2201	1189	116	2964
8704	1655	1798	1770	857	57	2292
149473	168	172	174	144	9	465
6536	538	681	616	478	27	1222
128209	159	135	176	92	13	224
55929	1329	1506	1547	837	77	2398
79033	1374	1697	1636	969	89	2649
100874278	55	73	49	36	2	108
55182	1574	1670	1528	849	66	2293
107984950	441	544	491	283	27	842
79639	60	99	67	81	6	265
339541	4	17	22	27	1	82
11004	6358	7762	6874	4384	400	12002
109623476	13	15	20	8	1	32
6202	26879	31924	27862	13509	1188	34214
26811	89	46	71	17	0	93
94161	15	26	13	5	1	31
94162	21	25	25	9	0	27
94163	46	42	37	20	1	47
266675	10	15	20	7	0	39
1263	340	410	355	288	15	750
343521	100	99	105	160	10	415
149478	168	214	197	328	34	973
107984952	49	64	71	95	5	243
8643	77	82	73	104	4	289
8891	1398	1835	1770	692	92	2018
79654	2160	2683	2428	1239	95	3509
7389	2288	2734	2663	1374	103	3872
57643	6	13	5	13	1	16
84842	38	43	49	20	1	73
4595	297	369	335	262	23	673
114034	934	1093	961	488	37	1336
10420	158	153	152	176	9	452
126661	128	191	183	134	8	327
25974	3298	4150	3760	1917	200	4961
5052	12329	15203	13230	6739	638	16951
10327	990	1101	1084	665	53	1736
4678	10511	13112	11518	7671	675	20680
149483	54	56	64	35	4	134
60313	3634	4333	4082	2556	232	6781
728963	62	52	53	24	5	118
51249	1242	1660	1336	724	57	1731
3652	722	953	750	479	39	1156
23139	4303	5137	4690	2857	210	7755
105378694	7	23	31	3	0	10
110117499	650	783	688	539	42	1489
8503	779	910	814	644	58	1818
10103	55	57	39	22	4	56
55624	2212	2679	2496	1501	125	4098
541468	60	67	62	58	5	182
8438	1861	2200	1976	1337	107	3566
10489	3070	3553	3037	1643	146	4322
7388	3601	4088	3695	2141	200	6069
387338	1236	1551	1516	768	56	2084
2166	62	79	68	57	6	260
100507423	55	97	83	66	7	170
8569	795	1024	890	694	52	1838
148932	196	217	196	240	23	670
64756	2081	2635	2300	1301	112	3300
100130197	140	178	150	82	9	231
9813	3810	4899	4082	2620	239	6704
105378698	37	68	42	19	3	57
6491	3327	4488	4056	2187	173	5682
51727	8843	11738	8634	4364	375	9746
102724077	12	11	17	6	1	19
54558	94	97	81	67	12	199
79656	13	22	15	14	1	32
11124	4396	5428	4817	1975	181	5216
105378715	54	61	65	18	1	78
112268262	6	19	24	4	0	17
1031	1584	1780	1584	1619	144	4421
26994	7363	9718	7415	3763	358	9085
22996	39	51	58	34	2	83
2060	3897	5127	4622	1991	176	5584
114883	4026	5113	4277	2429	211	6319
4898	9099	11352	9971	5058	474	13705
105378721	600	840	727	383	37	907
100313892	44	44	40	26	3	82
5865	23841	29935	27933	7410	640	21016
51060	2818	3472	2945	1686	180	4416
112970	327	343	337	145	9	357
91408	2904	3942	3154	1483	121	3806
9372	2301	3085	2791	1180	93	3308
200014	2202	2630	2450	1412	99	4001
4998	1581	2015	1868	1062	76	2617
84950	3599	4451	3888	2079	192	5695
23318	3249	4059	3647	2629	248	7104
105378723	16	24	17	8	0	19
2882	339	403	355	241	19	615
65260	2047	2674	2208	751	68	2182
79699	2775	3443	3014	1762	166	4618
440590	927	1163	1131	572	47	1303
55268	1422	1637	1534	1452	112	4475
6342	3732	4920	3693	2654	282	6606
127435	63	66	66	209	15	595
1376	703	835	764	572	50	1421
54987	866	1002	983	610	49	1687
4116	1623	1923	1660	880	93	2385
100507564	40	39	36	26	3	62
7804	1314	1811	1468	1026	97	2744
105378728	59	58	71	27	1	73
105378726	96	139	157	52	11	150
148979	1015	1348	1179	530	31	1409
55706	7956	10811	8479	3702	315	9266
54432	578	685	642	377	30	874
1733	8	15	15	19	4	29
51668	1090	1377	1159	723	94	1968
115353	2232	2815	2433	1168	108	3308
9528	4391	5596	4532	3560	324	9243
127428	524	722	615	657	32	1646
606495	377	510	440	398	36	1048
51253	4594	5443	4878	2324	170	5872
23648	1287	1485	1343	1143	85	3002
619518	35	58	41	39	0	105
26027	56	71	60	34	3	118
338094	19	15	12	9	0	27
100527960	821	972	903	354	29	944
7268	827	985	914	360	31	962
25973	156	169	162	101	12	270
1718	14078	16763	15329	13318	1101	36177
107984958	37	66	42	22	2	68
255738	109	125	103	361	25	1091
23358	7560	9802	8431	3663	326	10016
100507634	28	46	23	9	2	33
8613	1489	1925	1637	524	41	1415
5563	1083	1469	1243	654	60	2038
115209	263	330	274	265	23	666
4070	44	35	50	64	6	163
114803	3546	4844	3776	2095	186	5315
3725	8817	10563	9571	2928	275	8016
101926907	20	28	36	8	0	32
105378753	9	11	10	9	1	33
101926925	14	11	12	8	0	50
105378756	24	33	45	27	3	55
55277	76	114	84	53	6	189
4774	23	9	17	15	2	43
83941	714	947	740	479	44	1177
10207	500	620	565	408	33	1193
7398	10834	14093	11489	5112	514	13507
85440	4073	5524	4450	1789	152	4820
84938	563	728	593	396	28	828
29929	545	639	485	282	25	655
23421	1481	2081	1580	1089	86	2704
84455	354	465	363	379	39	852
79469	37	62	29	23	2	92
5236	3068	3667	3463	1707	171	4819
4919	2605	3142	2628	823	68	2070
101927034	29	60	55	8	0	19
57685	657	733	646	453	32	1083
55225	1413	1795	1498	809	64	2019
3716	12220	15410	13718	7534	691	18984
205	4111	5633	4457	1631	129	4537
9829	486	744	609	295	24	765
3953	797	1141	817	762	51	1830
54741	2662	3631	2577	1444	115	3710
5142	130	148	133	96	6	300
84251	46	38	45	24	4	60
200132	10	46	29	19	3	45
79819	75	114	85	61	9	161
57708	4107	4928	4182	2383	215	5776
23169	1189	1615	1362	661	60	1787
3595	54	45	57	9	1	48
26135	29438	37544	32726	11528	1032	30873
1647	2164	2663	2406	468	43	1554
55970	21404	28743	22110	9574	824	21660
100289178	45	85	80	73	7	131
9077	91	128	117	111	8	269
79971	2609	3285	2915	2144	182	5421
55635	6934	9406	7210	4631	419	11535
101927220	26	20	22	17	0	40
57554	18	23	42	14	5	32
55631	2270	3197	2397	1181	105	2848
9295	15274	20300	16437	9652	935	23601
81573	1724	2368	1867	857	88	2263
11147	235	263	284	135	9	450
102724548	28	17	24	8	2	19
1491	185	270	202	121	5	260
100132618	569	795	648	285	34	728
9406	7106	9537	7277	3520	346	9226
406962	35	50	41	15	3	60
257194	1044	1428	1125	358	34	807
105378797	4	12	18	1	1	12
105378796	21	16	16	2	0	5
127255	15	42	35	27	2	76
100526835	49	45	46	36	5	82
8790	520	692	517	329	31	752
1429	1203	1441	1171	658	61	1737
127253	1576	2007	1721	787	79	2031
34	1630	2090	1726	1182	109	3149
1744	58	75	76	28	7	158
5876	3643	4652	3678	1117	116	2891
692085	111	119	100	20	1	41
26805	61	84	75	19	0	64
26804	95	170	88	22	1	62
4438	10	33	23	8	0	22
256435	279	349	250	134	10	331
81849	34	52	44	3	0	23
10026	2825	3795	2918	1724	134	4003
105378808	17	15	7	11	2	21
26289	71	97	95	28	0	76
26009	3770	5048	4342	1934	192	4961
23032	3944	5182	4376	2756	249	6856
374986	2298	3022	2401	1059	88	2492
374987	225	303	262	52	7	174
91624	6312	8100	6887	1911	154	4962
8880	8029	10500	8768	4107	333	10779
11080	4127	5595	4261	1658	146	4077
54810	76	100	94	46	4	82
5737	307	371	284	224	26	557
10964	13	14	24	34	2	95
10561	148	200	179	233	23	505
64123	447	621	502	294	27	590
