	GSM8268694	GSM8268695	GSM8268696	GSM8268707	GSM8268708	GSM8268709
100289509	21	22	19	16	3	55
30819	66	53	68	66	4	186
107984029	28	25	27	15	1	56
79591	1508	1982	1649	874	80	2312
101927445	12	6	15	7	0	10
79803	630	659	650	351	38	1090
8861	2846	3207	2956	2579	203	6655
23082	5122	5964	5510	1716	117	4408
9221	10827	13395	11960	4294	374	11193
83401	8	10	8	14	1	20
5309	19	16	12	8	0	17
8729	6994	8726	7849	4833	393	12963
107984263	126	170	165	77	11	230
4791	1127	1316	1200	1069	79	3287
5662	44	24	48	43	4	121
79176	172	213	178	187	14	458
79004	1135	1377	1225	881	86	2652
100505761	101	110	110	103	9	283
79946	18	26	28	35	2	87
79847	1474	1711	1511	924	69	2492
10121	6588	7778	6699	3807	305	9497
51684	902	978	889	926	81	2413
81603	2261	2812	2627	1727	142	4819
105378460	192	208	236	144	19	538
403	1728	2060	1685	1199	96	3401
118980	472	621	616	313	26	792
54838	1764	2286	2103	1613	141	4267
100528007	450	599	527	336	36	981
119032	700	1009	732	515	33	1105
57412	346	469	417	267	31	790
107984265	12	11	12	16	0	24
54805	1437	1809	1589	963	98	2699
22978	2851	3635	3180	1731	137	4752
729020	11	22	15	4	0	17
9118	956	1153	1003	373	19	767
84108	1296	1860	1472	582	52	1425
6877	903	1201	1087	507	62	1387
84833	1973	2321	2283	1076	162	3617
100302174	20	33	22	14	0	31
22984	5482	6310	5635	2116	167	5591
51063	288	400	335	463	38	1146
9644	467	545	520	513	39	1511
79991	371	463	406	345	35	960
9748	6395	8161	6868	3530	333	9200
1308	21	35	39	17	0	45
119392	277	385	275	176	29	495
80217	19	20	19	15	2	41
9446	2201	2606	2333	1360	152	3739
119391	64	107	99	65	3	172
85450	2390	2858	2677	1074	68	2759
159686	49	39	64	37	2	91
7511	2683	3445	2955	1674	146	4151
100505933	55	48	45	48	4	174
120	3093	4063	3180	3307	271	8262
4601	786	974	812	853	61	2233
10285	3138	4258	3373	1615	123	3787
1847	1936	2535	2227	956	61	2414
9126	11481	14819	12826	7001	605	18092
282996	34	37	28	22	5	56
282997	74	60	66	75	6	221
27250	1927	2397	2068	2121	212	6013
100616113	62	95	77	57	10	207
92482	903	1122	891	646	49	1704
8036	3833	5100	4078	1680	165	4071
150	12	24	14	2	0	7
57678	2334	3119	2522	1032	74	2667
51703	40	45	28	37	4	94
64429	3019	3918	3273	1941	162	4604
143187	1623	2095	1731	869	80	2235
105378487	7	10	10	1	0	24
112268058	108	129	110	51	7	174
103344931	292	383	365	215	15	595
6934	1905	2533	2118	1079	101	2997
840	1115	1362	1077	799	78	1974
9937	1045	1365	1093	684	61	1573
374354	3428	4594	3691	1988	183	5208
153	10	5	11	2	2	19
55088	1779	2294	1863	1274	131	3114
100302224	18	28	13	13	2	43
340706	20	16	29	10	2	39
84632	1222	1496	1281	1019	74	2833
3983	2042	2531	2188	2345	177	6094
57700	4445	5991	4789	1518	160	3610
142940	2401	3236	2512	1165	103	2761
26033	445	472	413	317	27	765
2674	4843	6111	5789	1519	112	4215
105378499	78	96	78	42	4	78
259217	1072	1287	1185	566	56	1535
387712	295	365	317	203	17	511
57698	2092	2944	2462	1509	139	3937
6571	438	585	480	188	24	504
118987	6580	8237	7328	2944	236	7744
196047	389	527	441	490	43	1263
2018	974	1148	1110	710	82	2228
22841	1672	2297	1766	832	74	2064
255082	29	36	38	19	3	57
63877	2076	2811	2458	968	104	2697
143384	4303	5452	4425	2838	250	7151
340719	154	189	170	270	29	690
8661	28343	34497	32144	12456	1179	34321
404636	1657	2051	1807	988	89	2574
119559	587	727	639	259	13	629
10935	8920	12099	9290	5062	531	12398
2869	735	865	838	613	56	1659
101927868	50	60	63	33	2	69
6001	914	1117	985	480	40	1226
7073	5763	7644	6560	3269	288	8669
105378512	270	355	317	174	14	389
9531	2762	3332	3042	1931	155	5495
22876	2581	3358	2844	1698	157	4396
105378513	45	45	47	29	6	86
79892	6743	8801	7373	3467	304	8972
11196	5316	6675	5706	2662	220	6903
196051	1414	1714	1592	613	60	1922
404216	37	51	48	17	3	78
105378516	64	82	60	30	3	126
55717	4195	5434	4531	2976	255	7422
105378519	160	223	178	92	7	239
2263	555	703	581	411	31	1167
11101	2198	2777	2265	1587	153	3812
100130887	25	29	45	29	6	84
54780	1512	1991	1637	1052	100	2702
10579	1809	1945	1901	1473	142	4110
59338	1655	2334	1843	1350	153	3224
105378525	9	10	5	13	1	24
5654	3642	4155	3744	3285	249	8610
105378526	89	156	137	121	17	401
100533195	25	24	27	19	2	51
50624	13	9	15	11	1	20
196792	61	71	56	31	6	113
399815	101	137	104	70	4	193
80007	1085	1470	1096	539	57	1453
118672	191	317	207	115	13	314
64376	1232	1673	1262	771	58	1783
36	607	897	679	415	24	1024
9184	9931	13459	10884	4731	459	12364
107984275	33	64	43	15	2	74
105378531	34	27	25	18	1	112
51363	1475	1695	1541	759	52	1946
4942	3946	4926	4211	2378	198	5767
64077	230	260	256	225	16	656
105378539	127	148	135	99	5	302
9679	595	748	686	529	40	1457
399818	1274	1724	1375	687	57	1663
23172	1795	2295	1848	866	85	2282
54764	2605	3325	2867	1431	106	3687
1488	6107	7813	6740	3441	301	8895
399821	10	19	7	7	0	26
26098	2419	3194	2614	1308	145	3289
101927983	134	127	122	61	7	190
7390	1246	1647	1437	870	69	2172
56647	4893	5996	5451	1902	182	5297
55760	1656	2277	2008	991	91	2361
92565	100	127	117	102	5	272
8038	11240	13951	12077	5800	505	14152
101101772	24	28	31	19	6	75
112267914	30	56	53	24	5	81
118611	93	95	87	36	3	92
728158	44	56	58	21	1	36
105378550	148	147	144	112	11	270
1793	5797	7032	6230	3770	341	9544
105378552	94	125	124	54	4	192
642938	106	131	139	30	5	104
5791	870	993	892	1426	111	3605
4288	36309	44444	41788	26741	2196	73023
4255	23	20	29	16	1	51
119437	22	57	26	17	1	43
102724883	22	20	20	12	0	50
10539	4833	6147	5038	1993	193	4637
55844	3801	4880	4253	1847	139	4581
664	7807	10177	7860	2519	233	6281
10570	215	234	268	72	7	292
282974	333	395	372	214	14	533
80313	173	276	264	182	14	523
170394	66	80	78	61	7	193
107984282	35	52	49	12	2	34
3632	1690	2054	1777	535	48	1394
84504	399	527	450	132	13	312
54777	40	68	81	28	2	83
101	15	18	40	30	4	82
10844	3409	4328	3904	2422	172	6174
118472	676	760	744	416	37	1144
50632	2	14	3	11	0	21
282969	159	228	193	75	6	283
1892	4043	4972	4484	2530	218	6755
196743	115	151	144	82	5	282
92170	1312	1552	1471	862	66	2715
503542	112	161	157	94	6	295
619207	35	49	41	33	0	97
105378576	9	12	12	8	1	26
1571	10	8	11	8	1	22
100133161	85	105	92	68	5	185
112268070	32	36	33	22	1	66
388572	13	14	10	10	2	31
101930129	12	10	10	12	1	19
51272	1474	1766	1618	816	55	2075
60626	6652	7154	7042	2603	238	7009
23410	609	770	695	430	42	1220
5719	4465	5581	5050	2615	203	6745
80162	325	352	316	418	29	1115
10581	79	107	127	136	17	384
8519	28	29	19	52	9	155
10410	1285	1410	1478	1402	101	3513
338707	230	278	277	330	28	865
11187	143	120	98	68	8	213
59307	56	64	75	54	9	210
81490	976	1225	1275	704	47	1752
6050	3702	4240	4262	2058	163	5845
115399	35	27	38	26	4	120
101059906	28	28	36	30	4	75
3265	1431	1845	1822	737	73	2197
256329	26	28	30	62	5	171
692247	4	1	10	15	1	41
8045	302	340	323	220	19	660
100506211	165	180	140	131	14	411
143666	20	10	25	26	1	65
57661	2835	3313	3159	1774	128	4896
3665	235	239	226	199	18	727
53841	23	32	33	25	0	58
10522	843	1002	978	658	51	1845
283232	322	426	391	320	20	920
64787	1906	2039	1969	1816	136	5177
6888	3138	3651	3430	2092	176	5816
347862	2310	2736	2517	1757	138	4741
171391	85	130	123	105	8	383
51286	65	47	58	50	3	145
79751	739	879	869	493	41	1167
101927423	22	24	20	19	2	53
55367	540	682	600	853	65	2319
6181	10906	12784	12299	6861	554	17046
619565	43	48	37	11	0	26
57104	1849	1984	1848	1693	147	5034
283229	76	83	97	67	7	196
977	8531	9744	8796	4372	378	11155
5441	2040	2117	2130	1253	118	3709
7106	1023	1102	993	749	64	2015
66005	2109	2481	2364	1262	99	3529
161	3577	4317	4008	2434	177	6361
4588	56	68	74	47	2	115
4586	13	10	8	8	0	12
54472	1414	1596	1517	944	70	2582
105376512	18	35	39	17	2	32
255512	17	11	8	2	1	10
9024	20	42	31	28	0	87
81532	411	413	424	284	35	908
1850	94	108	84	67	3	110
402778	13	35	28	28	1	79
1509	4378	4896	4781	3919	302	10827
6150	490	600	569	315	31	881
283120	10	8	8	13	0	34
3481	31	48	36	40	3	105
723961	31	45	33	38	2	99
7054	34	33	43	20	2	54
101927682	192	195	191	132	8	267
975	3910	4891	4691	2496	193	6804
10078	953	1133	1071	453	58	1315
10984	595	693	1130	347	39	1676
1028	38	52	51	72	6	195
5003	11	13	14	14	1	44
5002	42	48	37	87	9	191
7262	609	636	535	337	37	897
4676	6457	7906	7227	4015	369	11517
833	2171	2669	2373	1424	136	3769
100852407	247	285	263	153	16	453
114879	375	413	423	520	36	1397
107987158	21	36	21	16	1	48
7748	1148	1596	1332	472	36	1239
57053	110	104	131	62	12	219
4928	8233	10274	8792	4755	382	12486
27315	426	547	511	360	34	961
391	1323	1492	1460	716	50	1630
105376527	47	43	37	22	2	92
6786	1666	1844	1651	1020	73	2789
100616453	36	39	40	23	2	77
6240	13855	17924	14902	7629	666	18973
6737	302	355	373	284	26	808
55128	405	501	433	267	24	826
143630	10	4	10	9	0	46
85363	1103	1356	1231	729	63	2101
117854	1156	1529	1250	508	51	1344
445372	382	417	351	188	14	518
53840	110	140	111	77	3	176
107984302	10	9	20	7	2	33
10346	207	246	222	479	28	1184
160298	51	99	77	47	7	178
84067	848	1099	887	671	65	1613
6609	1030	1291	1099	704	54	1862
322	1542	1802	1562	1406	114	3912
3263	25	23	22	9	3	38
10612	559	704	568	349	33	961
23647	1654	1908	1936	1091	113	3081
26515	1120	1514	1340	658	57	1681
144132	402	579	512	332	21	935
23378	948	1270	1186	467	53	1308
3611	2600	3102	3011	1355	123	3771
6881	4017	4721	4405	2071	195	5591
1200	2363	2826	2235	1994	154	4833
8642	1711	1951	1812	1803	154	5059
63875	2033	2345	2354	1043	92	2547
387751	4	15	15	4	2	15
107984019	10	6	8	11	0	17
7762	131	163	136	61	7	127
102724711	24	17	11	3	1	15
7761	94	101	84	113	8	274
338322	33	27	27	2	0	4
8665	5550	6824	5949	2934	272	7596
7275	1021	1213	1031	737	67	1980
79608	177	219	185	144	13	383
65975	579	701	633	287	20	688
9866	1919	2447	2403	1202	91	3125
6157	15943	18283	17447	7752	719	21038
619562	46	50	47	7	2	37
677826	21	29	29	13	1	24
6764	2293	2690	2430	2878	196	7996
107984308	30	17	16	17	0	41
105376539	12	13	18	5	2	33
102724784	7	12	17	8	1	19
56672	748	890	792	432	48	1105
56673	10	15	17	12	2	32
56674	1596	2073	1617	812	79	2080
493900	29	44	38	39	7	88
56675	1287	1564	1379	523	36	1428
105376541	12	16	10	5	1	20
57758	89	71	87	58	13	130
105376542	11	25	15	4	0	16
23258	6185	7785	6954	3188	247	8172
440026	1744	2129	1768	1300	129	3452
10527	24222	31625	26457	9669	901	23857
677808	11	9	10	1	1	14
644656	79	72	77	28	3	126
7702	989	1292	1262	544	47	1611
7465	2761	3659	3079	1767	157	4572
23075	4269	5472	4628	2383	196	6010
440028	17	25	25	38	2	61
283104	178	205	172	148	17	315
81846	2965	3641	3288	1712	157	4730
105369149	71	75	100	55	2	159
105376544	55	60	47	16	0	52
133	786	968	869	376	28	809
272	239	270	265	217	22	603
100463486	24	26	11	15	2	31
50862	1179	1624	1162	774	70	1835
9646	3967	5235	4601	2456	228	6477
1982	87441	111770	93528	30686	2683	77203
692223	21	33	25	22	4	52
58486	1987	2815	2176	1142	124	2874
729013	61	94	62	56	5	189
374378	170	244	202	71	6	219
283106	536	761	628	264	20	733
107984311	18	30	32	10	0	44
55031	6762	8696	7422	2826	268	7929
27122	8038	9829	8921	3793	337	10536
9645	10980	12953	11358	2219	178	5931
107984312	29	57	56	3	0	14
84953	174	185	174	21	1	53
55742	8691	10932	9421	5099	408	12329
7003	16715	22231	18458	8986	802	23214
107984313	4	10	12	6	1	25
406	311	376	358	329	34	972
84280	1605	2223	1959	792	77	2205
84188	7547	10131	7497	3064	330	7210
10418	125	150	167	53	2	127
22800	6274	8138	7012	3154	279	8136
1315	9946	12972	10785	4759	431	11358
5682	6470	8181	6876	3388	295	8561
5140	9	13	19	7	0	18
120227	184	273	239	193	14	447
10944	10515	13358	11072	4727	434	12451
144100	340	307	325	310	26	748
10819	19	21	25	18	1	38
6207	12005	14561	12825	5477	494	13844
26822	42	85	29	21	2	37
85388	47	93	57	11	2	38
5286	7647	9701	8397	4393	388	11419
4925	2896	3831	3107	1761	204	4481
374383	333	515	440	253	13	652
107984316	258	270	212	131	9	381
3746	12	13	10	6	2	27
26297	146	187	187	144	19	417
107984317	10	10	21	5	0	24
7166	59	77	76	21	7	56
107984318	7	19	18	10	1	19
113174	1291	1597	1365	569	50	1549
11234	1940	2423	1998	1070	106	2659
2965	2703	3391	2890	1186	88	3085
105376577	117	134	137	65	3	191
3939	80613	101130	82299	32153	3115	82239
160287	39	79	72	45	3	106
7251	2074	2471	2283	1298	126	3528
55293	1528	2014	1571	842	62	2065
112268073	17	24	20	19	1	24
100506540	224	311	265	121	10	307
144108	2080	2602	2167	1104	89	2724
144110	16	14	13	30	3	41
54503	908	1254	927	758	67	1939
79733	494	685	528	531	47	1357
89797	5477	7100	6318	3544	283	9855
100126784	271	355	301	196	9	507
100874014	196	248	245	136	11	376
107984418	60	83	72	38	1	103
10553	264	319	339	349	34	942
10196	1063	1498	1187	435	39	955
2188	297	338	262	170	18	402
258010	791	914	697	382	45	1001
387758	14	12	20	49	5	136
105376601	19	28	24	9	0	52
91057	1475	1942	1594	931	93	2593
55366	5525	6855	5598	3856	322	9359
105376671	11	10	12	12	2	35
55327	2903	4168	3328	1488	174	3789
497258	362	429	394	77	5	218
627	2191	2763	2678	461	31	1213
81930	3498	4930	3748	1835	169	4545
196074	978	1390	1079	620	71	1542
105376603	10	18	13	5	2	7
120534	950	1167	1004	562	51	1360
120526	936	1235	969	550	39	1430
196294	194	274	214	121	9	338
26610	863	1177	940	697	83	1709
5080	1762	2200	1997	1723	167	4627
5954	10768	13922	11690	5372	493	14267
7490	47	48	45	30	3	52
10480	5084	6352	5440	1989	156	4922
493860	499	692	570	185	18	461
79056	80	96	88	65	10	176
79832	7458	10196	8984	3352	276	8864
105376615	109	150	139	36	4	143
91614	630	801	657	298	27	728
55346	2339	2942	2893	1306	119	3832
283267	500	596	595	261	25	787
1479	2472	3238	2686	1373	128	3445
338739	9	15	19	12	0	43
10114	3568	4602	3930	2050	202	5422
25758	1860	2438	2204	660	59	1810
105376617	161	208	157	46	6	135
100131378	146	175	159	46	4	120
966	21957	26873	23303	9658	800	24577
26273	1573	2076	1666	946	86	2274
101929918	410	465	425	273	16	630
4076	22209	28764	24625	10843	964	26801
55226	3109	3864	3545	1461	134	3801
25841	737	833	790	518	37	1448
102723539	135	184	183	91	13	302
847	1418	1734	1468	1093	114	2823
51074	1101	1388	1202	654	58	1696
8050	1975	2284	1980	941	97	2327
105376626	31	47	38	11	0	19
960	43567	54092	48278	11874	968	31418
6506	49	55	69	30	5	69
25891	97	108	98	171	13	432
24147	1234	1436	1351	312	29	861
54765	9073	11239	9687	5533	504	14170
143458	1241	1568	1259	535	45	1323
29099	1402	1758	1592	866	73	2115
79899	802	965	837	524	44	1297
7189	1072	1232	1150	532	46	1382
5896	26	21	26	21	1	66
119710	505	621	507	293	34	747
57689	85	84	100	70	5	189
8539	11171	14644	11934	5177	478	12839
55761	2995	3622	3322	1994	195	5391
51144	4513	5550	4150	1839	175	4102
107984328	305	353	311	130	14	345
221120	764	914	842	374	42	906
729799	98	170	133	52	5	102
100507300	28	44	29	8	0	32
84680	112	117	90	143	11	380
2132	4163	5126	4562	2443	214	6446
3732	1045	1146	1011	1428	135	3968
90139	522	658	570	303	23	728
9537	1530	1923	1716	1211	104	3038
56981	235	279	227	170	10	466
101060179	166	214	183	88	10	270
55343	849	873	889	332	26	936
1408	438	480	458	217	25	562
9479	549	550	527	325	27	852
9409	268	296	306	173	13	472
120071	220	232	205	180	15	515
51317	961	1240	1079	1149	82	3148
90993	5428	6137	6016	2418	189	6664
8525	2141	2637	2409	1277	93	3473
4192	1959	2237	2056	1485	113	4174
1132	66	91	100	73	2	184
55626	1222	1589	1480	841	79	2347
283254	240	277	296	195	16	509
9776	3223	3868	3482	2473	214	6271
392	3219	3791	3504	1734	132	4800
79797	433	407	423	222	10	531
9793	19100	24698	20970	11785	1041	30566
692108	26	26	31	15	1	27
100507401	37	31	28	27	3	62
4038	550	699	615	443	44	1326
79096	778	1005	970	665	68	1820
107984329	83	132	128	89	13	227
84364	2573	2975	2876	1506	116	4194
29763	1065	1122	951	507	45	1475
1643	538	662	703	688	81	1798
53	1449	1623	1503	978	66	2353
10062	170	203	158	193	17	536
8567	2070	2430	2302	1841	141	5149
101928943	4	11	10	13	0	18
6688	12	16	13	7	0	14
91252	1729	1951	1817	1169	81	2950
5702	7743	8878	8521	4286	387	11686
10658	8381	10796	9344	4315	364	12642
114971	1147	1385	1279	680	48	1850
55709	769	916	854	534	45	1440
4722	1646	1851	1833	955	90	2531
23788	4472	5618	4916	2140	167	5187
79841	38	73	45	51	8	182
23360	4512	5723	5056	2365	205	6309
23279	5643	7178	6191	3188	259	8201
5795	6313	7730	7091	2694	204	8081
441601	9	17	11	5	0	12
85456	3235	3748	3499	2722	233	8053
6749	17830	20768	19141	8576	722	23811
105369312	15	14	5	8	1	15
29015	2496	3284	2832	1649	150	4305
349667	16	10	16	22	1	60
8501	107	116	126	109	4	237
26519	897	1037	1019	416	46	1313
9246	655	684	633	701	79	2201
710	260	236	218	323	32	769
219539	28	64	50	51	2	191
10978	671	823	755	416	28	1046
25921	4921	5921	5216	2637	208	6971
219541	509	671	664	345	27	1040
100528016	5842	7221	6380	3794	318	9801
51075	3488	4281	3767	1597	149	4005
280636	1769	1987	1883	987	105	2669
643376	44	55	55	15	3	77
1500	5510	6831	6038	3682	302	9576
9404	185	253	226	128	5	337
80829	7768	10095	8316	3850	339	9996
386607	1431	1786	1639	746	64	2102
1270	88	86	92	41	5	124
219970	86	113	123	93	8	200
92292	23	25	33	17	0	54
105369315	14	15	12	17	1	60
374393	2544	3462	2787	2323	228	6194
101927204	56	90	65	79	3	196
63901	2384	3277	2666	2853	273	7465
5007	3483	4591	3901	2466	206	6492
101927226	8	12	10	11	0	16
219988	4688	5781	5322	2718	248	7081
6809	1470	1765	1529	876	89	2306
54948	1282	1469	1348	800	65	2223
79080	2879	3236	3078	755	55	1917
11251	170	213	186	47	3	93
22917	11	13	11	12	2	35
27339	4661	5901	5371	2488	221	6574
105369323	13	20	16	5	0	10
79073	3047	3641	3417	1728	157	4602
54972	1183	1353	1194	1106	85	2994
51296	46	59	66	109	11	287
55048	723	721	666	376	26	1038
220001	21	12	19	28	1	49
1642	13786	16161	14970	8358	711	21762
26007	687	850	779	616	51	1671
220002	874	951	850	872	64	2075
51524	1283	1578	1274	594	59	1672
51259	142	177	144	134	12	258
79869	6366	7291	6752	3361	273	9454
54949	1059	1353	1109	592	56	1629
220004	16	11	19	23	3	75
9066	61	82	55	78	7	211
113157	45	51	40	17	3	51
747	452	499	498	409	21	1023
745	1128	1172	1079	1252	103	3503
746	828	831	789	520	46	1528
693196	140	124	107	114	15	337
2237	5582	6307	5685	3717	340	10484
3992	4761	5913	5159	5823	518	15359
9415	3480	4045	3770	6260	495	16560
3995	1370	1447	1473	1151	75	3133
5866	161	206	182	70	3	196
7439	10433	12945	11822	6728	557	18652
107984334	15	16	12	8	1	42
2495	13882	16398	15094	9344	742	25083
399900	12	4	23	7	1	40
3619	5543	6904	6149	3912	347	11020
80150	749	853	772	637	62	1709
79026	145123	174648	157370	62977	5121	173918
1937	33795	40028	36920	18744	1636	52029
64852	604	729	672	473	40	1445
9219	6846	8082	7544	3732	305	10355
256364	1202	1284	1192	990	93	3042
6094	41	43	50	60	4	169
26229	782	929	879	572	44	1616
23193	23774	27355	25720	17394	1417	45478
80789	856	963	936	722	71	1885
79081	1050	1132	1115	589	41	1572
102288414	797	831	831	361	25	985
751071	172	198	204	121	9	378
692158	29	24	33	11	1	39
790955	439	543	501	229	30	824
51035	2539	2940	2867	1638	133	4893
221091	45	55	47	77	9	190
100534595	4532	5198	4777	2992	255	8641
26580	426	550	514	373	35	993
2785	82	86	79	53	4	153
221092	6860	7831	6941	4304	373	11681
283237	737	882	829	469	37	1235
79842	125	152	158	118	5	325
5436	1806	2268	2010	1035	117	2847
10629	501	609	587	498	27	1354
374395	502	551	557	311	30	771
102465448	8	15	11	10	1	24
79064	349	369	393	234	20	627
10482	4027	4883	4493	2892	221	7783
6811	1471	1793	1625	1013	71	2712
105369332	239	292	265	99	7	269
54663	1226	1370	1275	503	51	1519
23642	7562	9658	8359	2101	220	4858
9304	335	439	313	122	10	270
9298	191	282	173	58	8	162
9299	99	107	89	35	3	56
9297	125	197	166	57	7	136
9300	158	221	201	61	3	144
9301	129	184	136	34	5	101
9302	118	135	106	31	2	78
9303	76	87	63	28	2	61
6520	4301	5331	4702	1473	132	4057
5920	82	80	104	332	29	884
11145	654	692	700	652	66	1951
107984336	14	32	19	5	1	32
25923	6013	7754	6323	3414	289	8877
10313	9437	12867	11163	7343	704	18763
65998	944	1175	1035	692	56	1989
144097	1435	1592	1494	886	55	2475
2011	2077	2389	2226	1183	94	3484
283248	35	23	23	37	5	109
79829	1947	2191	1945	1549	126	4169
1351	2594	2937	2817	1869	173	4734
55611	3167	3642	3303	1749	153	4748
28992	301	336	319	228	19	743
101927673	48	36	47	30	2	81
23769	78	76	74	49	2	189
105369339	15	18	21	5	0	25
10963	12873	15744	14431	6104	534	16559
83706	38	40	43	30	1	84
83707	232	332	257	300	26	718
84304	310	361	374	294	21	831
3338	192	224	246	177	17	535
7423	970	1058	971	709	63	1878
2286	427	450	424	332	39	980
114841035	429	452	423	332	40	979
26472	4915	5379	5248	1678	170	5200
105369340	91	124	106	46	3	168
5331	2863	3215	3061	1791	149	4923
572	622	755	719	508	49	1443
56834	848	1073	939	729	71	2043
2101	624	737	705	364	34	1159
51504	2341	2577	2472	1535	161	4440
25824	1670	2000	1877	1426	119	4220
283234	38	61	52	103	14	290
8986	2155	2359	2138	935	79	2566
5837	19	16	27	18	2	34
7536	11153	12952	11853	4848	403	13709
5871	930	999	917	772	67	2096
4221	1589	1823	1730	1471	95	3906
55561	78	85	76	161	11	413
10938	4486	5275	5210	1999	166	5535
113218486	103	113	100	39	4	126
23130	1739	1903	1756	1616	101	4339
5526	872	974	926	605	56	1672
100528018	795	912	847	546	49	1420
402	663	741	701	454	37	1179
29907	502	561	544	363	33	901
29901	484	584	498	401	27	968
10004	23	16	22	15	4	39
113130	4542	5401	5036	2417	203	6665
7542	486	560	543	324	31	884
100130348	18	25	20	9	2	22
738	1573	1856	1676	1246	96	3364
7108	172	223	194	353	37	925
741	180	183	172	125	12	305
2197	5836	6769	6426	3116	280	8702
740	2071	2423	2257	1462	107	3973
84447	1313	1381	1382	1021	80	2587
728975	49	92	66	38	5	118
823	2654	3211	2874	2082	169	5738
440044	6	13	10	10	3	28
23649	2303	2882	2553	1739	142	4354
105369344	24	52	51	19	2	76
10435	491	641	609	265	15	769
5977	2167	2640	2448	1487	124	3989
220359	16	15	9	21	1	65
283130	29	51	33	50	4	133
83786	1252	1394	1311	932	69	2647
107984338	451	548	500	315	31	1058
283131	9518	12703	10935	6770	534	18245
693197	11	10	15	15	1	39
101927789	57	60	63	53	5	165
378938	25150	29251	50412	10707	1006	54087
109136579	23335	27388	46807	9876	927	48971
109136578	11	15	13	7	0	18
57410	2580	3144	3013	1535	118	4210
4054	3634	4342	3978	4625	361	12421
254100	20	30	15	28	0	55
10534	633	732	720	269	39	769
23625	750	821	769	596	49	1555
254102	1629	1728	1635	1598	133	4583
4296	2038	2112	1953	1419	114	4141
399909	3119	3761	3551	2258	178	5757
6494	1277	1346	1280	1364	94	3437
5970	3301	3762	3627	1795	135	5077
105369347	24	32	31	36	6	96
10524	1417	1791	1533	884	64	2498
84153	2083	2377	2181	1468	109	3848
91056	1165	1393	1352	659	44	1974
254122	3965	4455	3870	1967	155	4808
1072	26817	29771	26226	13378	1090	33937
80198	1388	1470	1567	762	62	2125
30008	2714	3218	2854	1857	166	4691
1521	13	21	10	9	1	29
9158	1881	2267	2197	1240	105	3306
11007	1673	2048	1869	569	49	1463
8061	6905	8321	7570	1512	83	3640
83638	821	744	780	392	32	1100
10589	5069	5517	5237	1863	164	5655
105369349	29	37	38	10	0	26
9092	3177	3507	3294	1711	147	5172
84285	1228	1460	1300	645	62	1548
8815	4419	5461	5125	2717	219	8482
1474	14	14	25	10	3	24
117144	23	37	45	24	1	102
89792	115	131	125	174	10	471
10992	10668	12527	11383	5733	484	15397
55690	4608	5266	4835	2522	214	7121
64837	1954	2143	2004	1087	77	2921
105369352	583	680	580	347	34	922
105369351	10	14	22	4	1	23
81876	5067	5747	5334	3566	304	9006
107984340	877	923	906	625	57	1779
254263	113	122	126	118	7	296
10897	763	997	880	411	38	1243
9610	956	1032	1020	594	44	1722
25855	1454	1570	1579	812	72	2196
11041	670	764	681	796	64	2107
102724064	11	14	21	31	2	90
3177	70	83	126	191	17	563
266743	79	74	60	7	0	32
65003	1865	2029	1999	1022	90	2560
246330	198	190	180	174	14	512
101928069	40	51	40	35	2	93
10072	1354	1606	1426	949	77	2657
582	690	780	632	582	45	1607
254359	349	438	422	271	14	748
8722	1032	1213	1083	1029	67	2899
55231	11	19	18	28	5	49
9973	329	340	299	323	32	921
100526737	1212	1482	1342	694	69	1939
10432	2899	3492	3314	1486	84	3854
5936	2495	3193	2789	1478	151	4153
83759	740	938	851	565	65	1632
6712	325	413	423	201	15	606
79703	345	466	502	296	16	883
9986	574	638	624	333	25	951
5091	469	563	513	633	44	1862
78999	955	983	983	375	36	1006
91683	62	58	49	120	10	343
29984	167	189	149	112	14	357
22992	6074	7495	6330	4295	313	11412
156	1959	2081	2026	1503	114	4206
338692	572	675	644	445	32	1283
54961	332	371	375	353	24	985
100130987	23	45	29	34	4	92
57804	438	489	399	351	17	906
23529	833	931	854	356	23	922
5883	912	1026	982	586	50	1694
5499	4927	5415	5595	3060	283	8496
374403	8	9	10	20	1	69
57571	65	70	67	91	9	262
6199	1090	1210	1161	667	57	1727
57175	1553	1683	1599	1350	117	3628
5790	10	9	10	16	3	44
80194	309	313	282	210	21	591
9049	1098	1260	1153	894	64	2830
9600	1517	1747	1566	1611	99	4187
10263	977	1150	1132	1001	77	2684
2950	5294	6109	5907	3826	316	10750
4723	2964	3123	3066	1975	175	5677
254552	15	33	29	27	1	94
645332	45	72	56	22	1	61
81622	424	447	408	345	30	1006
221	226	241	241	278	18	722
4728	1797	2155	2094	1194	104	3290
102465669	18	27	18	6	3	27
100616403	25	41	32	8	0	31
10312	2197	2533	2284	2161	168	6016
102465451	29	30	25	17	6	51
1119	1125	1403	1154	759	61	1989
51111	2657	3569	2961	1500	137	3947
53838	1523	1764	1775	652	47	1698
4041	1001	1193	1077	960	95	3124
55291	8290	11241	9565	4913	405	12907
107984343	12	23	17	3	0	16
51083	64	90	72	15	1	57
9633	96	142	128	118	9	251
1374	1483	1940	1775	1012	87	3045
105369364	21	36	33	58	7	145
219927	1590	1928	1775	721	69	2141
3508	1094	1333	1151	666	60	1921
116535	489	600	537	269	18	760
219931	693	842	765	537	38	1515
107984344	52	54	56	32	2	94
